country,site_area,sitename,locname,localt,locheight,recs,post_0,ante_0,fs_provenance,fs_destination,fs_amph,fs_ma,fs_col,fs_blck,fs_sarc
"Italy,""Tyrrhenian Sea"",""Punta Mazza"",""Punta Mazza"",-27.0,7,1,200,250,""Palestine? Cilicia,  Aegean?"",Rome,1,,,,"
"Italy,""Tyrrhenian Sea"",Salerno,Salerno,,,1,,,,,,,,,"
"Italy,""Tyrrhenian Sea"",""Santa Maria"",""Santa Maria"",,,1,200,300,Aegean?,France/Spain?,,1,,,"
"Italy,""Tyrrhenian Sea"",""Secca Del Bagno"",""Secca Del Bagno"",-60.0,10,1,-200,-180,""Greece? Southern Italy?"",,8,,,,"
"Italy,""Tyrrhenian Sea"",Sinuessa,""Sinuessa A"",,,1,-300,-200,,,,,,,"
"Italy,""Tyrrhenian Sea"",Sinuessa,""Sinuessa B"",,,1,-50,-1,,,,,,,"
"Italy,""Tyrrhenian Sea"",Spargi,Spargi,,,1,-120,-100,""Aegean, Italy"",France/Spain?,1,,,,"
"Italy,""Tyrrhenian Sea"",""Tiber estuary (Ostia)"",Ostia,,,1,-50,50,,,,,,,"
"Italy,""West Mediterranean Sea"",""Capo Cimiti"",""Capo Cimiti"",-8.0,3,1,-150,400,Euboea,Rome,,1,1,,"
"Italy,""West Mediterranean Sea"",""Capo Taormina"",""Capo Taormina"",-28.0,7,1,1,400,""Thessaly/ Euboea?"",Rome,,1,,,"
"Italy,""West Mediterranean Sea"",Gallipoli,""Gallipoli (BA)"",-40.0,0,1,-150,400,,,1,,,,"
"Italy,""West Mediterranean Sea"",Gallipoli,""Gallipoli 1"",0.0,0,1,1,400,,,1,,,,"
"Italy,""West Mediterranean Sea"",Gallipoli,""Gallipoli 2"",0.0,,1,-300,-200,,,1,,,,"
"Italy,""West Mediterranean Sea"",Gallipoli,""Gallipoli 3"",0.0,0,1,-300,-200,,,1,,,,"
"Italy,""West Mediterranean Sea"",Gela,""Gela A"",-5.0,0,1,-525,-475,,,1,,,,"
"Italy,""West Mediterranean Sea"",Gela,""Gela B"",0.0,0,1,-475,-425,,,,,,,"
"Italy,""West Mediterranean Sea"",""Giardini Naxos"",""Giardini Naxos"",-24.0,0,1,200,300,""Euboea/ Aegean"",Rome?,3,1,,,"
"Italy,""West Mediterranean Sea"",""Isola delle Correnti"",""Isola delle Correnti"",-9.0,2,1,200,400,Proconnesus,""Rome/France/ Spain?"",2,1,,,"
"Italy,""West Mediterranean Sea"",Lampedusa,""Lampedusa A"",,,1,300,350,,,,,,,"
"Italy,""West Mediterranean Sea"",Lampedusa,""Lampedusa B"",,,1,-125,-75,Rhodes,,2,,,,"
"Italy,""West Mediterranean Sea"",Marsala,""Marsala (Punic Ship)"",,,1,-250,-175,,,,,,,"
"Italy,""West Mediterranean Sea"",Marsala,""Marsala (Sister Ship)"",,,1,-300,-200,,,,,,,"
"Italy,""West Mediterranean Sea"",Marsala,""Marsala A"",-2.0,0,1,1150,1200,""North Africa"",Sicily,,,,,"
"Italy,""West Mediterranean Sea"",Marsala,""Marsala B"",,,1,1150,1200,""North Africa"",Sicily,,,,,"
"Italy,""West Mediterranean Sea"",Marsala,""Marsala C"",,,1,1000,1500,,,,,,,"
"Italy,""West Mediterranean Sea"",""Mazara del vallo"",""Mazara del vallo"",-500.0,100,1,-300,-100,Greece,,1,,,,"
"Italy,""West Mediterranean Sea"",Mercury,Mercury,,,1,75,200,""Egypt, Aegean, Campania?"",,,,,,"
"Italy,""West Mediterranean Sea"",Pantelleria,Pantelleria,,,1,,,,,,,,,"
"Italy,""West Mediterranean Sea"",""Punta del Serrone"",""Punta del Serrone"",-16.0,1,1,250,300,Greece?,Rome?,1,,,,"
"Italy,""West Mediterranean Sea"",Riace,Riace,,,1,1,100,""Cos, Rhodes, Athens"",Rome,1,,,,"
"Italy,""West Mediterranean Sea"",Savelletri,Savelletri,-5.0,1,1,-280,-250,Aegean,Italy,1,,,,"
"Italy,""West Mediterranean Sea"",""Sicilian Channel"",""Sicilian Channel"",,,1,-425,-375,,,,,,,"
"Italy,""West Mediterranean Sea"",Siracusa,""Siracusa A"",,,1,-450,-430,,,,,,,"
"Italy,""West Mediterranean Sea"",Siracusa,""Siracusa B"",,,1,400,700,,,,,,,"
"Italy,""West Mediterranean Sea"",Siracusa,""Siracusa C"",,,1,400,700,,,,,,,"
"Italy,""West Mediterranean Sea"",Siracusa,""Siracusa D"",,,1,-150,400,,,,,,,"
"Italy,""West Mediterranean Sea"",Stentinello,Stentinello,,,1,-300,-280,Greece,Sicily/Rome?,1,,,,"
"Italy,""West Mediterranean Sea"",Taranto,""Taranto A"",,,1,400,650,,,,,,,"
"Italy,""West Mediterranean Sea"",Taranto,""Taranto B"",,,1,-300,-150,,,,,,,"
"Italy,""West Mediterranean Sea"",Taranto,""Taranto C"",,,1,1,100,""Cos, Rhodes"",Rome,1,,,,"
"Italy,""West Mediterranean Sea"",Terrauzza,Terrauzza,,,1,175,225,Aegean,Sicily/Rome?,1,,,,"
"Italy,""West Mediterranean Sea"",""Torre Sgarrata"",""Torre Sgarrata"",-11.0,0,1,180,205,""Thasos/Asia Minor"",Rome?,,1,,1,1"
"Italy,""West Mediterranean Sea"",""Tremiti Islands"",""Tremiti Islands (?)"",-21.0,0,1,-100,100,Aegean,Italy,,1,,1,"
"Italy,""West Mediterranean Sea"",""Valle Ponti"",""Valle Ponti"",,,1,-25,-1,""Spain, Aegean, Adriatic"",""Northern Italy"",1,,,,"
"Italy,""West Mediterranean Sea"",Vulpiglia,Vulpiglia,-7.0,2,1,-300,-290,Corinth,Sicily?,1,,,,"
"Italy,,""Aci Trezza"",""Aci Trezza 1"",-35.0,10,1,1,400,,,1,,,,"
"Italy,,""Aci Trezza"",""Aci Trezza 2"",-18.0,0,1,1,400,,,0,,,,"
Italy,,Acquaviva,Acquaviva,,,1,100,200,,,1,,,,
"Italy,,""Acque Chiare"",""Acque Chiare"",-6.0,1,1,300,450,,,1,,,,"
Italy,,Alghero,Alghero,,,1,-150,400,,,,,,,
"Italy,,Alghero,""Alghero 1"",0.0,0,1,-25,150,,,1,,,,"
"Italy,,Averno,""Averno A"",,,1,-150,400,,,,,,,"
"Italy,,Averno,""Averno B"",,,1,-150,400,,,,,,,"
"Italy,,Averno,""Averno C"",,,1,-150,400,,,,,,,"
"Italy,,Averno,""Averno D"",,,1,-150,400,,,,,,,"
"Italy,,Bergeggi,""Bergeggi A"",,,1,10,60,,,0,,,,"
"Italy,,""Bocca Grande"",""Bocca Grande"",0.0,0,1,-100,100,,,10,,,,"
"Italy,,""Bocca Piccola"",""Bocca Piccola 1"",0.0,0,1,1,150,,,3,,,,"
"Italy,,""Bocca Piccola"",""Bocca Piccola 2"",0.0,0,1,50,150,,,1,,,,"
"Italy,,""Cala Barbiere"",""Cala Barbiere"",,,1,-200,-150,,,,,,,"
"Italy,,""Cala Barca"",""Cala Barca"",0.0,0,1,,,,,,,,,"
"Italy,,""Cala Gadir"",""Cala Gadir"",-30.0,12,1,-220,-150,,,1,,,,"
"Italy,,""Cala Gadir"",""Cala Gadir II"",-30.0,12,1,-125,-75,,,1,,,,"
"Italy,,""Cala Minnola"",""Cala Minnola"",-30.0,3,1,-100,-50,,,51,,,,"
"Italy,,""Cala Palombara"",""Cala Palombara"",0.0,0,1,-100,0,,,1,,,,"
"Italy,,""Cala Piomba"",""Cala Piomba"",-28.0,0,1,30,40,,,63,,,,"
"Italy,,""Cala Reale"",""Cala Reale"",-8.0,0,1,380,400,Spain,,1,,,,"
"Italy,,""Cala Rossano"",""Cala Rossano"",,,1,30,60,Baetica,,1,,,,"
"Italy,,""Cala Su Pallosu"",""Cala Su Pallosu"",-7.0,3,1,-200,-100,Sardinia,,1,,,,"
"Italy,,""Cala del Barbiere"",""Toscana Cala del Barbiere"",0.0,0,1,1,200,,,1,,,,"
"Italy,,""Cala del Diavolo"",""Cala del Diavolo"",0.0,0,1,-120,-10,,,1,,,,"
"Italy,,""Cala del Falco"",""Cala del Falco 1"",-2.0,0,1,200,300,Baetica,,1,,,,"
"Italy,,""Cala del Falco"",""Cala del Falco 2"",-7.0,0,1,25,50,,,1,,,,"
Italy,,Calaminnola,Calaminnola,,,1,-300,-200,,,1,,,,
"Italy,,Camarina,""Camarina A"",-4.0,2,1,175,200,""Chemtou, Tunisia"",Rome,1,1,1,1,"
"Italy,,Camarina,""Camarina B"",,,1,1,100,""North Africa"",,,,,,"
"Italy,,Camarina,""Camarina C"",,,1,1100,1200,,,,,,,"
"Italy,,Camarina,""Camarina D"",,,1,265,275,,,,,,,"
"Italy,,Camarina,""Camarina E"",,,1,-300,400,Italy?,Italy?,1,,,,"
"Italy,,Camarina,""Camarina bronzes"",-7.0,0,1,1,200,,,1,,,,"
"Italy,,Cantafora,""Cantafora B"",0.0,0,1,200,225,,,1,1,1,1,"
"Italy,,""Capo Bianco"",""Capo Bianco"",-5.0,1,1,350,500,,,1,1,1,1,"
"Italy,,""Capo Colonna"",""Capo Colonna"",,,1,-600,-300,,,,,,,"
"Italy,,""Capo Colonna"",""Capo Colonna and Capo Alfieri"",0.0,0,1,300,500,,,1,,,,"
"Italy,,""Capo Colonna"",""Capo Colonna, Cicala"",0.0,0,1,200,300,,,,1,1,1,"
"Italy,,""Capo Donato"",""Capo Donato"",0.0,0,1,1,300,,,,,,,"
"Italy,,""Capo Feto"",""Capo Feto"",0.0,0,1,-500,-300,,,,,,,"
"Italy,,""Capo Galera"",""Capo Galera"",0.0,0,1,1100,1300,,,1,,,,"
"Italy,,""Capo Granitola"",""Capo Granitola A"",-3.0,0,1,225,275,Proconnesus,""Rome/France/ Spain?"",2,1,,,"
"Italy,,""Capo Granitola"",""Capo Granitola B"",,,1,-300,-150,,,,,,,"
"Italy,,""Capo Granitola"",""Capo Granitola C"",,,1,250,400,,,,,,,"
"Italy,,""Capo Granitola"",""Capo Granitola D"",,,1,200,400,Asia,Rome/France/Spain?,,1,,,"
"Italy,,""Capo Linaro"",""Capo Linaro"",0.0,0,1,25,75,,,,,,,"
"Italy,,""Capo Palinuro"",""Capo Palinuro - Punta della Quaglia"",0.0,0,1,-150,400,,,,,,,"
"Italy,,""Capo Passero"",""Capo Passero"",,,1,400,650,,,,,,,"
"Italy,,""Capo Passero"",""Capo Passero II"",0.0,0,1,-150,150,Spain,,,,,,"
"Italy,,""Capo Scalambri-Malta"",""Capo Scalambri-Malta"",0.0,0,1,,,,,,,,,"
"Italy,,""Capo d'Armi"",""Capo d'Armi"",0.0,0,1,-40,100,,,1,,,,"
"Italy,,""Capo di Torre Cavallo"",""Capo di Torre Cavallo"",,,1,-150,-50,,,1,,,,"
Italy,,Caprara,Caprara,0.0,0,1,-100,50,,,4,,,,
"Italy,,""Castellammare del Golfo"",""Castellammare del Golfo"",,,1,1400,1500,,,,,,,"
Italy,,Caucana,Caucana,-2.0,1,1,700,800,,,,,,,
Italy,,Chiessi,Chiessi,-45.0,0,1,60,85,,,5001,,,,
Italy,,Comacchio,Comacchio,0.0,0,1,-100,-1,,,,,,,
"Italy,,""Diano Marina"",""Diano Marina"",-40.0,2,1,25,75,""Llobregat and Maresme, Spain"",,101,,,,"
Italy,,Egadi,Egadi,0.0,0,1,,,,,,,,,
Italy,,Favignana,Favignana,-70.0,0,1,1000,1100,,,1,,,,
"Italy,,""Femmina Morta"",""Femmina Morta"",,,1,300,325,,,,,,,"
Italy,,Giglio,Giglio,,,1,1200,1400,,,,,,,
"Italy,,Giglio,""Giglio Campese A"",,,1,-600,-590,,,1,,,,"
"Italy,,Giglio,""Giglio Campese B"",,,1,-200,-1,,,,,,,"
"Italy,,Giglio,""Giglio Porto"",-38.0,1,1,200,225,""North Africa"",,101,,,,"
"Italy,,""Golfo della Stella"",""Golfo della Stella"",,,1,,,,,,,,,"
"Italy,,""Golfo di Porto Azzurro"",""Golfo di Porto Azzurro"",-20.0,0,1,1,400,,,,,,,"
"Italy,,""Guardia de su Turcu"",""Guardia de su Turcu"",-13.0,0,1,1000,1500,""Islamic Mahgreb?"",,1,,,,"
"Italy,,""Isola Rossa"",""Isola Rossa"",,,1,100,200,,,,,,,"
"Italy,,""Isola Rossa"",""Isola Rossa 2"",-300.0,0,1,-30,200,Baetica,Rome,501,,,,"
"Italy,,""Isola Rossa"",""Isola Rossa 3"",-200.0,0,1,200,400,Lusitania,Rome,25,,,,"
"Italy,,""Isola della Gallinara"",""Isola della Gallinara (Savona)"",-50.0,0,1,-100,-1,Campania,,1,,,,"
"Italy,,""Isola delle Femmine"",""Isola delle Femmine"",,,1,-400,-200,,,,,,,"
"Italy,,""Isole Pedagne Grandi"",""Isole Pedagne Grandi"",0.0,0,1,-25,25,,,4,1,1,,"
"Italy,,L'Asinara,""L'Asinara 1"",-300.0,0,1,50,200,Baetica,,101,,,,"
"Italy,,L'Asinara,""L'Asinara 2"",-200.0,0,1,300,500,Lusitania,,25,,,,"
"Italy,,""La Madonnina"",""La Madonnina"",,,1,-325,-300,,,1,,,,"
"Italy,,""La Speranza"",""La Speranza"",-4.0,1,1,1,50,Baetica,,1,,,,"
"Italy,,""La Tonnara"",""La Tonnara"",0.0,0,1,-100,50,,,1,,,,"
"Italy,,""Lago di Nemi"",""Nemi A"",,,1,35,50,,,,,,,"
"Italy,,""Lago di Nemi"",""Nemi B"",,,1,35,50,,,,,,,"
"Italy,,""Lago di Nemi"",""Nemi C"",,,1,35,50,,,,,,,"
"Italy,,""Lago di Nemi"",""Nemi D"",,,1,35,50,,,,,,,"
"Italy,,Lazzaretto,""Lazzaretto A"",-2.0,0,1,315,325,,,,,,,"
"Italy,,Lazzaretto,""Lazzaretto B"",0.0,0,1,100,200,,,,,,,"
"Italy,,""Le Formiche di Capraia"",""Le Formiche di Capraia"",-18.0,0,1,-175,-125,Aegean,,1,,,,"
"Italy,,""Le Scole"",""Scole A, Le"",,,1,365,380,,,0,,,,"
"Italy,,""Le Scole"",""Scole B, Le"",,,1,,,,,,,,,"
Italy,,Lerici,Lerici,0.0,0,1,1,200,,,,1,1,,
"Italy,,Levanzo,""Levanzo I"",-96.0,0,1,300,400,""North Africa"",,1,,,,"
"Italy,,""Li Galli - Vetara"",""Li Galli - Vetara"",0.0,0,1,-100,100,,,1,,1,,"
"Italy,,""Lido di Sant'Anna"",""Lido di Sant'Anna"",,,1,-150,-25,,,1,,,,"
"Italy,,""Mal di Ventre"",""Mal di Ventre"",-30.0,0,1,-75,-25,""Cartagena, Spain"",Italy,1,,,,"
"Italy,,Mandriola,""Mandriola A"",-4.0,0,1,275,325,Spain,,1,,,,"
"Italy,,""Marausa Lido"",""Marausa Lido"",0.0,0,1,200,300,,,1,,,,"
"Italy,,""Marciano Marina"",""Marciano Marina"",-64.0,0,1,1,100,,,1,,,,"
"Italy,,""Margherita di Savoia"",""Margherita di Savoia"",0.0,0,1,-500,-300,,,,,,,"
"Italy,,Marzamemi,""Marzamemi A"",-7.0,0,1,200,250,Athens,Sicily/Rome?,1,1,,,"
"Italy,,Marzamemi,""Marzamemi B"",,,1,500,540,,,,,,,"
"Italy,,Marzamemi,""Marzamemi C"",,,1,1,400,,,,,,,"
"Italy,,Marzamemi,""Marzamemi D"",,,1,325,350,,,,,,,"
"Italy,,Marzamemi,""Marzamemi E"",,,1,-400,-300,,,,,,,"
"Italy,,Marzamemi,""Marzamemi F"",,,1,275,300,,,,,,,"
"Italy,,Marzamemi,""Marzamemi G"",,,1,-160,-140,,,,,,,"
"Italy,,Marzamemi,""Marzamemi H"",,,1,-425,-375,,,,,,,"
"Italy,,Marzamemi,""Marzamemi J"",,,1,400,700,,,,,,,"
"Italy,,Marzamemi,""Marzamemi K"",,,1,400,700,,,,,,,"
Italy,,Mezzaluna,Mezzaluna,-10.0,0,1,1000,1500,,,1,,,,
"Italy,,""Montalto di Castro"",""Montalto di Castro"",-40.0,2,1,-200,-100,,,1,,,,"
"Italy,,Montecristo,""Montecristo A"",,,1,-260,-250,,,,,,,"
"Italy,,Montecristo,""Montecristo B"",,,1,1400,1500,,,,,,,"
"Italy,,Montecristo,""Montecristo C"",,,1,-150,400,,,,,,,"
"Italy,,Montecristo,""Montecristo D"",,,1,-600,-500,,,,,,,"
"Italy,,Montecristo,""Montecristo E"",,,1,-100,-25,,,,,,,"
"Italy,,Montecristo,""Montecristo F"",-60.0,15,1,100,300,,,35,,,,"
Italy,,Mucurune,Mucurune,0.0,0,1,-200,-50,,,1,,,,
Italy,,Nardo,Nardo,0.0,0,1,-200,-50,,,1,,,,
"Italy,,Ognina,""Ognina (Catania) A"",,,1,-150,-25,,,,,,,"
"Italy,,Ognina,""Ognina (Catania) B"",,,1,,,,,,,,,"
"Italy,,Ognina,""Ognina A"",-8.0,1,1,215,230,""Aegean/N. Africa/Propontis"",Sicily/Rome?,1,,,,"
"Italy,,Ognina,""Ognina D"",,,1,-400,-300,,,,,,,"
"Italy,,Ognina,""Ognina West"",,,1,-100,-25,,,,,,,"
Italy,,Ottiolu,Ottiolu,-3.0,0,1,1,100,,,1,1,1,,
"Italy,,""Palombina Vecchia"",""Palombina Vecchia"",-5.0,1,1,-100,-50,,,1,,,,"
"Italy,,""Pantano Longarini"",""Pantano Longarini"",0.0,0,1,600,650,Sicily,,,,,,"
Italy,,Perelli,Perelli,-21.0,0,1,1,25,,,1,,,,
Italy,,Pesaro,Pesaro,,,1,-125,-25,,,,,,,
"Italy,,Plemmirio,""Plemmirio A"",,,1,300,500,,,,,,,"
"Italy,,Plemmirio,""Plemmirio B"",-47.0,25,1,175,225,""North Africa"",Rome,1,,,,"
"Italy,,Plemmirio,""Plemmirio C"",,,1,-575,-525,,,,,,,"
Italy,,Porticello,Porticello,-37.0,4,1,-425,-400,Athens?,Italy?,34,,,,
"Italy,,""Porto Azzurro"",""Porto Azzurro A"",,,1,250,300,,,,,,,"
"Italy,,""Porto Azzurro"",""Porto Azzurro B"",,,1,50,100,,,,,,,"
"Italy,,""Porto Palo di Capo Passero"",""Porto Palo di Capo Passero"",-45.0,5,1,-400,-200,,,1,,,,"
"Italy,,""Porto Palo di Menfi"",""Porto Palo di Menfi"",-4.0,2,1,-200,-100,,,1,,,,"
"Italy,,""Porto Pino"",""East Porto Pino"",-11.0,0,1,1000,1500,""Islamic Maghreb?"",,1,,,,"
"Italy,,""Porto Pino"",""Porto Pino"",-7.0,0,1,100,200,,,1,,,,"
"Italy,,""Porto Racolomo"",""Porto Racolomo"",0.0,0,1,,,,,,,,,"
Italy,,Preveto,Preveto,,,1,1000,1100,,,1,,,,
Italy,,Procchio,Procchio,,,1,160,200,,,,,,,
Italy,,Procida,Procida,,,1,-150,-25,,,,,,,
"Italy,,""Punta Ala"",""Punta Ala A"",-8.0,1,1,250,251,""Carthage -Spain-Sicily/Sardinia"",Rome,,,,,"
"Italy,,""Punta Braccetto"",""Punta Braccetto"",-5.0,0,1,-500,-475,,,1,,,,"
"Italy,,""Punta La Cera"",""Punta La Cera"",0.0,0,1,180,400,,,2001,,,,"
"Italy,,""Punta Licosa"",""Punta Licosa 1"",-32.0,2,1,-100,-1,,,1,,,,"
"Italy,,""Punta Licosa"",""Punta Licosa 2"",0.0,0,1,-100,100,,,,1,,1,"
"Italy,,""Punta Penna"",""Punta Penna"",0.0,0,1,200,400,,,,,,,"
"Italy,,""Punta Penne"",""Punta Penne A"",,,1,-150,-25,,,,,,,"
"Italy,,""Punta Penne"",""Punta Penne B"",,,1,150,225,,,,,,,"
"Italy,,""Punta Penne"",""Punta Penne C"",-5.0,0,1,-150,400,,,,,,,"
"Italy,,""Punta Scaletta"",""Punta Scaletta"",-40.0,5,1,-140,-130,,,1,,,,"
"Italy,,""Punta Scifo"",""Punta Scifo A"",,,1,200,225,""Docimium/ Proconnesus"",Rome,1,1,1,,"
"Italy,,""Punta Scifo"",""Punta Scifo B"",,,1,-300,-100,,,,,,,"
"Italy,,""Punta Tonnara"",""Punta Tonnara"",-23.0,5,1,1000,1500,""Islamic Mahgreb?"",,60,,,,"
"Italy,,""Punta del Diavolo"",""Punta del Diavolo"",-21.0,0,1,1000,1500,,,,1,1,1,"
"Italy,,""Punta dell'Arcera"",""Punta dell'Arcera"",0.0,0,1,300,450,,,1,,,,"
"Italy,,""Punta di Zambrone"",""Punta di Zambrone"",0.0,0,1,-100,40,,,1,,,,"
Italy,,Randello,Randello,,,1,300,325,,,151,,,,
"Italy,,""Rena Maiore"",""Rena Maiore"",0.0,0,1,,,,,,,,,"
"Italy,,""Sa Tonnara"",""Sa Tonnara A"",-6.0,0,1,-200,-150,,,1,,,,"
"Italy,,""San Pietro"",""San Pietro"",-6.0,3,1,200,250,""Asia Minor"",Rome?,1,1,,,1"
"Italy,,""San Vito"",""San Vito"",,,1,-400,400,,,,,,,"
"Italy,,""San Vito"",""San Vito Lo Capo"",0.0,0,1,1100,1200,,,1,,,,"
"Italy,,Sant'Andrea,""Sant'Andrea A"",-10.0,0,1,-50,-50,,,,,,,"
"Italy,,Sant'Andrea,""Sant'Andrea B"",-40.0,0,1,-100,-100,,,3001,,,,"
"Italy,,""Santa Caterina di Nardo"",""Santa Caterina di Nardo"",,,1,-175,-125,,,101,,,,"
"Italy,,""Santa Caterina di Nardo"",""Santa Caterina di Nardo 2"",0.0,0,1,-400,-200,,,1,,,,"
"Italy,,""Santa Croce Camerina"",""Santa Croce Camerina"",0.0,0,1,,,,,,,,,"
"Italy,,""Santo Stefano al Mare"",""Santo Stefano al Mare"",-58.0,0,1,-10,10,Campania,,201,,,,"
Italy,,Sardinia,Sardinia,,,1,-210,-190,,,,,,,
"Italy,,Saturo,""Saturo A"",,,1,-200,-150,,,1,1,,,"
"Italy,,Saturo,""Saturo B"",,,1,-200,-150,,,,,,,"
Italy,,Scauri,Scauri,-10.0,4,1,475,500,Africa,Sicily/Rome?,1,,,,
Italy,,Sciacca,Sciacca,-25.0,5,1,-100,0,,,,,,,
Italy,,Sciacca,Sciacca,,,1,-150,400,,,,,,,
"Italy,,""Secca dei Mattoni"",""Secca dei Mattoni"",,,1,-100,-50,""Apulia - Campania"",""Spain/ France?"",1,,,,"
"Italy,,""Secca di Capistello"",""Secca di Capistello"",-90.0,38,1,-300,-280,,,1,,,,"
"Italy,,""Secche Di Ugento"",""Secche Di Ugento A"",,,1,-50,100,Aegean,Rome,1,,,,"
"Italy,,""Secche Di Ugento"",""Secche Di Ugento B"",,,1,-150,-1,,,,,,,"
"Italy,,""Secche Di Ugento"",""Secche Di Ugento C"",,,1,600,700,,,,,,,"
"Italy,,""Secche della Circe"",""Secche della Circe"",0.0,0,1,400,499,,,1,,,,"
"Italy,,""Secche della Meloria"",""Secche della Meloria"",-5.0,0,1,-275,-225,,,1,,,,"
Italy,,Seleno,Seleno,0.0,0,1,-150,-25,,,0,,,,
"Italy,,""Seno del Campese"",""Seno del Campese"",0.0,0,1,-700,-600,,,,,,,"
"Italy,,""Sette Fratelli"",""Sette Fratelli"",0.0,0,1,-400,-300,,,1,,,,"
"Italy,,Siciliano,""Siciliano (Porto San Paolo)"",-4.0,0,1,200,300,""North Africa"",,1,,,,"
"Italy,,""Skerki Bank"",""Skerki Bank"",,,1,355,400,,,,,,,"
"Italy,,""Skerki Bank"",""Skerki Bank wreck B"",-770.0,0,1,50,100,""Egypt and Crete via Campania"",,1,,,,"
"Italy,,""Skerki Bank"",""Skerki Bank wreck D"",-850.0,0,1,-80,-50,Cosa?,""Sicily/North Africa?"",7,,,,"
"Italy,,""Skerki Bank"",""Skerki Bank wreck F"",-765.0,0,1,25,75,""Egypt? W. Med.?"",Gaul?,1,1,,,"
"Italy,,""Skerki Bank"",""Skerki Bank wreck G"",-760.0,0,1,25,75,Tarraconensis,Sicily?,1,,,,"
"Italy,,""Terracina (harbour)"",Terracina,,,1,-150,-1,,,,,,,"
Italy,,Teulada,Teulada,-130.0,0,1,75,125,,,1,,,,
Italy,,Teulada,Teulada,,,1,-600,-300,,,,,,,
"Italy,,""Torre Chianca"",""Torre Chianca"",-6.0,0,1,225,275,Euboea,Rome?,1,1,1,,"
"Italy,,""Torre Chianca"",""Torre Chianca (Lecce)"",0.0,0,1,175,400,,,1,,,,"
"Italy,,""Torre Flavia"",""Torre Flavia A"",,,1,-150,400,,,,,,,"
"Italy,,""Torre Flavia"",""Torre Flavia B"",-25.0,0,1,,,,,,,,,"
"Italy,,""Torre Flavia"",""Torre Flavia C ?"",-12.0,0,1,1,15,,,1,,,,"
"Italy,,""Torre Guaceto"",""Torre Guaceto"",,,1,-100,-1,,,1,,,,"
"Italy,,""Torre Melissa - Villaggio Sirio"",""Torre Melissa - Villaggio Sirio"",0.0,0,1,-125,0,,,1,,,,"
"Italy,,""Torre Santa Sabina"",""Torre Santa Sabina 1"",-3.0,0,1,-25,25,,,,,,,"
"Italy,,""Torre Santa Sabina"",""Torre Santa Sabina 2"",-3.0,0,1,-300,300,,,,,,,"
"Italy,,""Torre Sinfono"",""Torre Sinfono"",0.0,0,1,-100,-1,,,1,,,,"
"Italy,,""Torre Testa"",""Torre Testa"",,,1,,,,,,,,,"
"Italy,,""Torre Testa"",""Torre Testa - Porto di Brindisi"",0.0,0,1,-200,-50,,,1,,,,"
Italy,,Trapani,Trapani,0.0,0,1,200,300,,,1,,,,
Italy,,Trapani,Trapani,,,1,200,300,,,,,,,
"Italy,,""Tre Senghe"",""Tre Senghe"",-25.0,0,1,-30,-20,,,1,,,,"
"Italy,,Ventotene,""Ventotene 1"",0.0,0,1,1,100,,,1,,,,"
"Italy,,Ventotene,""Ventotene 2"",-140.0,0,1,-100,-1,,,1,,,,"
"Italy,,Ventotene,""Ventotene 3"",0.0,0,1,1,100,,,1,,,,"
"Italy,,Ventotene,""Ventotene 4"",0.0,0,1,1,100,,,,,,,"
"Italy,,Ventotene,""Ventotene 5"",-122.0,2,1,400,500,,,1,,,,"
"Italy,,Ventotene,""Ventotene A"",,,1,-325,-275,,,,,,,"
"Italy,,Ventotene,""Ventotene B"",,,1,-75,-25,,,,,,,"
"Lebanon,""East Mediterranean"",Sidon,Sidon,,,1,-100,-1,,,1,,,,"
"Lebanon,""East Mediterranean"",Tyre,""Tyre A"",,,1,-400,-200,,,,,,,"
"Lebanon,""East Mediterranean"",Tyre,""Tyre B"",,,1,1,100,,,1,,,,"
"Lebanon,""East Mediterranean"",Tyre,""Tyre C"",,,1,1,400,,,1,,,,"
"Lebanon,""East Mediterranean"",Tyre,""Tyre D"",,,1,-400,-300,,,,,,,"
"Lebanon,""East Mediterranean"",Tyre,""Tyre E"",,,1,-300,-200,,,1,,,,"
"Lebanon,""East Mediterranean"",Tyre,""Tyre F"",,,1,-200,-100,,,1,,,,"
"Lebanon,""East Mediterranean"",Tyre,""Tyre G"",,,1,-500,-400,,,,,,,"
"Lebanon,""East Mediterranean"",Tyre,""Tyre H"",,,1,500,1500,,,,,,,"
"Libya,""Central Mediterranean"",""Ain El Gazala"",""Ain El Gazala"",,,1,200,400,,,1,,,,"
"Libya,""Central Mediterranean"",Apollonia,""Apollonia A"",-8.0,0,1,-150,-120,Aegean?,""North Africa?"",,,,,"
"Libya,""Central Mediterranean"",Apollonia,""Apollonia B"",-8.0,0,1,-180,-150,""Aegean and Italy?"",""North Africa"",1,,,,"
"Libya,""Central Mediterranean"",""Marsa -El-Brega"",""Marsa -El-Brega Byzantine"",,,1,500,600,""Northeast Mediterranean"",,1,,,,"
"Libya,""Central Mediterranean"",""Marsa -El-Brega"",""Marsa -El-Brega Roman"",,,1,1,100,""Tripolitania (?)"",""Brega, for trans shipment (?)"",1,,,,"
"Libya,""Central Mediterranean"",""Sidi Ahmad"",""Sidi Ahmad"",,,1,117,300,Carystos?,""North Africa"",,1,1,,"
"Malta,""Central Mediterranean"",Malta,Malta,,,1,,,,,,,,,"
